Index,Accident_Severity,Accident Date,Latitude,Light_Conditions,District Area,Longitude,Number_of_Casualties,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200701CW10084,Serious,07-02-2019,51.523073,Daylight,Westminster,-0.196022,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10088,Slight,03-02-2019,51.52039,Darkness - lights lit,Westminster,-0.179552,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10089,Slight,06-02-2019,51.501174,Darkness - lights lit,Westminster,-0.129888,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10092,Slight,12-02-2019,51.519394,Daylight,Westminster,-0.184925,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Car
200701CW10093,Serious,06-02-2019,51.499621,Darkness - lights lit,Kensington and Chelsea,-0.179803,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10094,Slight,17-02-2019,51.514338,Daylight,Westminster,-0.149094,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10095,Slight,09-02-2019,51.534801,Daylight,Westminster,-0.163692,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10097,Slight,14-02-2019,51.514351,Darkness - lights lit,Westminster,-0.138572,1,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10098,Slight,14-02-2019,51.517298,Darkness - lights lit,Westminster,-0.14292,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10099,Slight,15-02-2019,51.501512,Daylight,Westminster,-0.151199,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10100,Serious,15-02-2019,51.503452,Darkness - lights lit,Westminster,-0.148815,4,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10101,Slight,16-02-2019,51.52103,Daylight,Westminster,-0.162949,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CW10102,Slight,15-02-2019,51.515127,Darkness - lights lit,Westminster,-0.142144,1,1,Dry,Dual carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10103,Serious,15-02-2019,51.522111,Daylight,Westminster,-0.16305,2,1,Wet or damp,Single carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701CW10104,Slight,17-02-2019,51.519009,Darkness - lights lit,Westminster,-0.148761,2,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10105,Slight,18-02-2019,51.520378,Daylight,Westminster,-0.155768,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10106,Slight,16-02-2019,51.507205,Darkness - lights lit,Westminster,-0.141602,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10107,Serious,10-02-2019,51.488903,Daylight,Westminster,-0.132983,3,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10108,Slight,11-02-2019,51.507363,Darkness - lights lit,Westminster,-0.128914,1,3,Wet or damp,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10109,Slight,14-02-2019,51.511585,Darkness - lights lit,Westminster,-0.128597,1,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10110,Slight,16-02-2019,51.502914,Daylight,Westminster,-0.126214,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10111,Serious,18-02-2019,51.506347,Daylight,Westminster,-0.127226,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10112,Serious,17-02-2019,51.500824,Daylight,Westminster,-0.124859,1,1,Dry,Single carriageway,Urban,Other,Car
200701CW10116,Slight,01-02-2019,51.514197,Darkness - lights lit,Westminster,-0.15155,1,2,Dry,One way street,Urban,Fine no high winds,Car
200701CW10117,Slight,14-02-2019,51.519579,Darkness - lights lit,Westminster,-0.14499,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10118,Slight,14-02-2019,51.516308,Daylight,Westminster,-0.148582,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10119,Slight,15-02-2019,51.519739,Daylight,Westminster,-0.172371,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701CW10120,Slight,15-02-2019,51.514751,Darkness - lights lit,Westminster,-0.163923,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10121,Serious,16-02-2019,51.52241,Daylight,Westminster,-0.193886,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10122,Slight,17-02-2019,51.525859,Daylight,Westminster,-0.178469,2,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701CW10123,Slight,18-02-2019,51.523071,Daylight,Westminster,-0.201789,1,1,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CW10124,Slight,19-02-2019,51.533543,Darkness - lights lit,Westminster,-0.169511,1,1,Dry,One way street,Urban,Fine no high winds,Car
200701CW10125,Slight,21-02-2019,51.487452,Darkness - lights lit,Westminster,-0.143557,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10127,Slight,16-02-2019,51.496127,Darkness - lights lit,Westminster,-0.134849,1,2,Dry,Roundabout,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10128,Slight,17-02-2019,51.51252,Darkness - lights lit,Westminster,-0.125244,1,2,Dry,Single carriageway,Urban,,Taxi/Private hire car
200701CW10129,Slight,08-02-2019,51.514255,Darkness - lights lit,Westminster,-0.14953,1,1,Wet or damp,Single carriageway,Urban,Other,Car
200701CW10130,Slight,23-02-2019,51.514119,Darkness - lights lit,Westminster,-0.129646,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10131,Slight,22-02-2019,51.514321,Daylight,Westminster,-0.159472,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Motorcycle 50cc and under
200701CW10132,Slight,22-02-2019,51.497846,Darkness - lights lit,Westminster,-0.146881,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CW10133,Slight,23-02-2019,51.522853,Daylight,Westminster,-0.147307,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10134,Slight,24-02-2019,51.507355,Darkness - lights lit,Westminster,-0.139722,1,2,Wet or damp,One way street,Urban,Raining no high winds,Car
200701CW10136,Slight,23-02-2019,51.502264,Daylight,Westminster,-0.147566,3,4,Wet or damp,Single carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701CW10137,Slight,12-02-2019,51.515487,Daylight,Westminster,-0.153516,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CW10138,Slight,24-02-2019,51.485939,Darkness - lights lit,Kensington and Chelsea,-0.150244,1,3,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10139,Slight,25-02-2019,51.534198,Daylight,Westminster,-0.188517,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10140,Slight,26-02-2019,51.534194,Daylight,Westminster,-0.170926,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10141,Slight,25-02-2019,51.506651,Darkness - lights lit,Westminster,-0.123755,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701CW10142,Slight,26-02-2019,51.514578,Daylight,Westminster,-0.147211,1,2,Dry,Single carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701CW10143,Slight,19-02-2019,51.488763,Darkness - lights lit,Westminster,-0.12982,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CW10144,Slight,15-02-2019,51.503611,Daylight,Westminster,-0.136128,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10145,Slight,16-02-2019,51.516297,Daylight,Westminster,-0.130854,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10146,Serious,18-02-2019,51.51217,Darkness - lights lit,Westminster,-0.131455,1,1,Dry,Single carriageway,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200701CW10147,Slight,23-02-2019,51.503217,Darkness - lights lit,Westminster,-0.150986,3,4,Wet or damp,Dual carriageway,Urban,Raining no high winds,Bus or coach (17 or more pass seats)
200701CW10148,Serious,27-02-2019,51.533029,Daylight,Westminster,-0.188564,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Taxi/Private hire car
200701CW10149,Slight,28-02-2019,51.500829,Daylight,Westminster,-0.153532,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CW10150,Slight,22-01-2019,51.51728,Daylight,Westminster,-0.181982,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10151,Slight,22-02-2019,51.51386,Darkness - lights lit,Westminster,-0.153005,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10153,Slight,27-02-2019,51.51601,Daylight,Westminster,-0.141099,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CW10154,Serious,28-02-2019,51.505863,Darkness - no lighting,Westminster,-0.130705,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CW10155,Serious,01-03-2019,51.512453,Daylight,Westminster,-0.115446,1,2,Dry,One way street,Urban,Fine no high winds,Car
200701CW10156,Slight,01-03-2019,51.505988,Darkness - lights lit,Westminster,-0.144245,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Bus or coach (17 or more pass seats)
200701CW10157,Slight,12-02-2019,51.521109,Darkness - lights lit,Westminster,-0.162225,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CW10159,Serious,13-02-2019,51.522369,Darkness - lights lit,Westminster,-0.162319,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CW10160,Slight,09-01-2019,51.506482,Darkness - lights lit,Westminster,-0.135723,1,1,Dry,One way street,Urban,Fine no high winds,Taxi/Private hire car
200701CW10161,Slight,13-01-2019,51.521723,Daylight,Westminster,-0.172724,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10164,Slight,05-01-2019,51.514811,Daylight,Westminster,-0.144895,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10165,Slight,15-01-2019,51.517406,Darkness - lights lit,Westminster,-0.195958,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10166,Slight,17-01-2019,51.499765,Darkness - lights lit,Westminster,-0.14882,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10167,Slight,14-01-2019,51.516472,Darkness - lights lit,Westminster,-0.147566,2,2,Dry,One way street,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10168,Slight,18-01-2019,51.509345,Daylight,Westminster,-0.11788,1,1,Wet or damp,Single carriageway,Urban,Raining + high winds,Car
200701CW10170,Slight,12-01-2019,51.532679,Darkness - lights lit,Westminster,-0.189154,1,3,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10172,Serious,10-01-2019,51.500035,Daylight,Westminster,-0.126188,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10173,Slight,17-01-2019,51.507,Daylight,Westminster,-0.140025,1,2,Wet or damp,One way street,Urban,Raining no high winds,Taxi/Private hire car
200701CW10174,Slight,13-01-2019,51.514086,Darkness - lights lit,Westminster,-0.161643,1,2,Wet or damp,Dual carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10175,Slight,10-01-2019,51.511257,Darkness - lights lit,Westminster,-0.119387,2,1,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10177,Slight,27-01-2019,51.5217,Daylight,Westminster,-0.159751,1,2,Wet or damp,Dual carriageway,Urban,Fine no high winds,Car
200701CW10178,Slight,03-01-2019,51.514589,Darkness - lights lit,Westminster,-0.165082,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10179,Slight,13-01-2019,51.506118,Darkness - lights lit,Westminster,-0.135449,1,2,Wet or damp,One way street,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701CW10180,Slight,06-01-2019,51.50645,Daylight,Westminster,-0.139327,1,2,Wet or damp,One way street,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10181,Slight,21-01-2019,51.516239,Daylight,Westminster,-0.132874,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10182,Slight,09-01-2019,51.519576,Darkness - lights lit,Westminster,-0.185062,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10184,Slight,18-01-2019,51.529116,Daylight,Westminster,-0.17978,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10185,Slight,17-01-2019,51.524334,Darkness - lights lit,Westminster,-0.202027,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10186,Slight,04-01-2019,51.512619,Daylight,Westminster,-0.148443,1,2,Dry,One way street,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10187,Slight,16-01-2019,51.516102,Daylight,Westminster,-0.187218,2,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10188,Serious,03-01-2019,51.493138,Darkness - lights lit,Westminster,-0.139149,1,4,Dry,Dual carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10189,Slight,05-01-2019,51.512275,Daylight,Westminster,-0.160851,1,1,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10190,Slight,20-01-2019,51.509594,Darkness - lights lit,Westminster,-0.127814,2,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10191,Slight,24-01-2019,51.515915,Daylight,Westminster,-0.175118,1,1,Frost or ice,Single carriageway,Urban,Snowing no high winds,Car
200701CW10192,Slight,16-01-2019,51.519399,Darkness - lights lit,Westminster,-0.156384,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CW10193,Slight,13-01-2019,51.507726,Darkness - lights lit,Westminster,-0.140428,2,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10194,Serious,24-01-2019,51.511514,Daylight,Westminster,-0.141138,2,3,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10195,Slight,22-01-2019,51.500842,Darkness - lights lit,Westminster,-0.126011,1,1,Dry,One way street,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10196,Slight,27-01-2019,51.514142,Darkness - lights lit,Westminster,-0.131086,1,1,Wet or damp,One way street,Urban,Fine no high winds,Car
200701CW10197,Slight,15-01-2019,51.50292,Darkness - lights lit,Westminster,-0.137886,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10198,Slight,25-01-2019,51.513757,Daylight,Westminster,-0.186734,1,2,Dry,Single carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701CW10199,Slight,06-01-2019,51.50458,Darkness - lights lit,Westminster,-0.123552,1,2,Wet or damp,Single carriageway,Urban,Other,Motorcycle 125cc and under
200701CW10200,Slight,25-01-2019,51.523098,Darkness - lights lit,Westminster,-0.151478,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10201,Serious,25-01-2019,51.515761,Daylight,Westminster,-0.142406,1,2,Wet or damp,Dual carriageway,Urban,Fine no high winds,Car
200701CW10202,Serious,19-01-2019,51.51243,Daylight,Westminster,-0.130868,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10203,Slight,27-01-2019,51.511736,Darkness - lights lit,Westminster,-0.132482,1,1,Dry,One way street,Urban,Fine no high winds,Car
200701CW10205,Slight,17-01-2019,51.514179,Daylight,Westminster,-0.150398,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701CW10206,Slight,05-03-2019,51.511223,Daylight,Westminster,-0.128468,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10207,Slight,05-01-2019,51.515648,Daylight,Westminster,-0.152356,1,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10208,Slight,18-01-2019,51.509785,Daylight,Westminster,-0.145532,1,1,Dry,One way street,Urban,Fine + high winds,Motorcycle over 500cc
200701CW10209,Slight,16-01-2019,51.485597,Daylight,Westminster,-0.145649,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CW10212,Serious,03-01-2019,51.510164,Darkness - lights lit,Westminster,-0.187021,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CW10214,Slight,02-01-2019,51.502392,Darkness - lights lit,Westminster,-0.150011,1,2,Dry,One way street,Urban,Fine no high winds,Car
200701CW10215,Slight,01-01-2019,51.512771,Darkness - lights lit,Westminster,-0.158093,1,2,Dry,One way street,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10216,Slight,10-01-2019,51.496221,Daylight,Westminster,-0.135133,1,2,Dry,Roundabout,Urban,Fine no high winds,Car
200701CW10217,Slight,07-01-2019,51.502104,Darkness - lights lit,Westminster,-0.171779,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Taxi/Private hire car
200701CW10220,Slight,08-01-2019,51.507575,Darkness - lights lit,Westminster,-0.130923,1,1,Wet or damp,One way street,Urban,Raining no high winds,Taxi/Private hire car
200701CW10221,Slight,07-01-2019,51.507354,Daylight,Westminster,-0.128338,1,2,Dry,Roundabout,Urban,Fine no high winds,Taxi/Private hire car
200701CW10224,Slight,26-02-2019,51.508802,Daylight,Westminster,-0.151624,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10225,Serious,26-02-2019,51.514811,Darkness - lights lit,Westminster,-0.144895,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10226,Slight,21-02-2019,51.519058,Daylight,Westminster,-0.169083,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10227,Slight,21-02-2019,51.519979,Daylight,Westminster,-0.170487,1,2,Wet or damp,Dual carriageway,Urban,Raining no high winds,Taxi/Private hire car
200701CW10228,Slight,19-02-2019,51.516744,Darkness - lights lit,Camden,-0.130691,1,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10229,Slight,20-02-2019,51.510771,Daylight,Westminster,-0.133962,1,2,Wet or damp,Dual carriageway,Urban,Raining no high winds,Car
200701CW10230,Slight,20-02-2019,51.50752,Darkness - lights lit,Westminster,-0.127466,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Bus or coach (17 or more pass seats)
200701CW10232,Slight,02-02-2019,51.513904,Darkness - lights lit,Westminster,-0.161506,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701CW10233,Slight,01-03-2019,51.522799,Daylight,Westminster,-0.201655,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10234,Slight,02-03-2019,51.514253,Daylight,Westminster,-0.149386,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10236,Serious,01-03-2019,51.499856,Darkness - lights lit,Westminster,-0.126196,1,1,Dry,Dual carriageway,Urban,Other,Motorcycle 125cc and under
200701CW10237,Slight,01-03-2019,51.508764,Daylight,Westminster,-0.132171,1,1,Dry,One way street,Urban,Fine no high winds,Car
200701CW10238,Slight,02-03-2019,51.510995,Daylight,Westminster,-0.11983,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10239,Slight,02-03-2019,51.499457,Daylight,Westminster,-0.129382,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10240,Slight,03-03-2019,51.519975,Daylight,Westminster,-0.170199,1,1,Dry,Dual carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10241,Serious,03-01-2019,51.531651,Daylight,Westminster,-0.175065,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10242,Slight,04-03-2019,51.511099,Daylight,Westminster,-0.143317,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10244,Slight,06-03-2019,51.514894,Darkness - lights lit,Westminster,-0.144459,2,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10245,Serious,07-03-2019,51.515034,Daylight,Westminster,-0.136238,1,2,Dry,One way street,Urban,Fine no high winds,Taxi/Private hire car
200701CW10246,Slight,03-02-2019,51.530597,Daylight,Westminster,-0.176693,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10247,Slight,12-02-2019,51.528595,Daylight,Westminster,-0.163654,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CW10248,Slight,02-03-2019,51.496024,Daylight,Westminster,-0.14537,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10249,Slight,05-03-2019,51.522601,Daylight,Westminster,-0.165625,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10250,Slight,07-03-2019,51.53019,Daylight,Westminster,-0.185216,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10251,Slight,11-02-2019,51.524242,Darkness - lights lit,Westminster,-0.201887,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10252,Slight,03-02-2019,51.509731,Daylight,Westminster,-0.136455,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10253,Serious,06-03-2019,51.510296,Daylight,Westminster,-0.138017,1,1,Dry,One way street,Urban,Fine no high winds,Car
200701CW10254,Slight,09-03-2019,51.502659,Daylight,Westminster,-0.149856,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10255,Slight,09-03-2019,51.496068,Daylight,Westminster,-0.142487,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10256,Slight,10-03-2019,51.517116,Darkness - lights lit,Westminster,-0.142784,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10257,Slight,10-03-2019,51.509876,Darkness - lights lit,Kensington and Chelsea,-0.191644,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10258,Slight,27-02-2019,51.519251,Darkness - lights lit,Westminster,-0.147021,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Bus or coach (17 or more pass seats)
200701CW10259,Slight,02-03-2019,51.496745,Daylight,Westminster,-0.145485,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10260,Slight,07-03-2019,51.513661,Daylight,Westminster,-0.123467,1,2,Dry,Roundabout,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10262,Slight,12-03-2019,51.512638,Daylight,Westminster,-0.121348,1,1,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10263,Serious,21-02-2019,51.52746,Darkness - lights lit,Westminster,-0.183162,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701CW10264,Slight,27-02-2019,51.498043,Darkness - lights lit,Westminster,-0.153644,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10265,Slight,27-02-2019,51.488403,Daylight,Westminster,-0.129834,1,2,Wet or damp,Dual carriageway,Urban,Raining no high winds,Car
200701CW10266,Slight,27-02-2019,51.488368,Daylight,Westminster,-0.138911,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10267,Slight,02-03-2019,51.496917,Daylight,Westminster,-0.139283,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10268,Slight,05-03-2019,51.49267,Daylight,Westminster,-0.138015,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10269,Slight,09-03-2019,51.495888,Daylight,Westminster,-0.125494,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10270,Slight,09-03-2019,51.494448,Daylight,Westminster,-0.142409,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CW10271,Slight,12-03-2019,51.508555,Daylight,Westminster,-0.141691,1,2,Dry,One way street,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10272,Serious,13-03-2019,51.510094,Daylight,Kensington and Chelsea,-0.188321,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10273,Serious,13-03-2019,51.523094,Daylight,Westminster,-0.15119,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10274,Slight,14-03-2019,51.513254,Darkness - lights lit,Westminster,-0.160236,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10275,Slight,13-03-2019,51.509103,Daylight,Westminster,-0.11962,1,1,Dry,Dual carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10276,Slight,12-03-2019,51.513631,Daylight,Westminster,-0.155608,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10277,Slight,27-02-2019,51.51777,Daylight,Westminster,-0.161495,1,2,Wet or damp,One way street,Urban,Raining no high winds,Bus or coach (17 or more pass seats)
200701CW10278,Serious,07-03-2019,51.520712,Daylight,Westminster,-0.165557,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CW10279,Slight,08-03-2019,51.517462,Daylight,Westminster,-0.141905,1,1,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10280,Slight,09-03-2019,51.520669,Darkness - lights lit,Westminster,-0.191793,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CW10281,Serious,10-03-2019,51.531775,Darkness - lights lit,Westminster,-0.177223,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10282,Slight,12-03-2019,51.50745,Darkness - lights lit,Westminster,-0.134386,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10283,Slight,14-03-2019,51.514569,Daylight,Westminster,-0.146635,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CW10285,Slight,16-03-2019,51.519959,Darkness - lights lit,Westminster,-0.174956,1,2,Dry,Slip road,Urban,Fine no high winds,Taxi/Private hire car
200701CW10286,Slight,16-03-2019,51.511525,Darkness - lights lit,Westminster,-0.176158,1,1,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CW10287,Slight,17-11-2019,51.51463,Darkness - lights lit,Westminster,-0.17344,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CW10288,Serious,16-03-2019,51.514599,Daylight,Westminster,-0.154272,1,2,Dry,One way street,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10289,Slight,17-03-2019,51.519907,Darkness - lights lit,Westminster,-0.171643,2,3,Dry,Dual carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CW10291,Slight,08-03-2019,51.494717,Daylight,Westminster,-0.125398,1,2,Dry,Roundabout,Urban,Fine no high winds,Motorcycle 125cc and under
200701CW10292,Slight,27-02-2019,51.515198,Darkness - lights lit,Westminster,-0.19273,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Taxi/Private hire car
